User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment,sentiment_base
PM733 #24ansDeCheminsDeFer,ControleurPM733,2024-03-31 07:34:54+00:00,mar 31totalenergies quand la diplomatie fran aise se met au service du g ant p trolier contre le climat via mediapart,0.0,0.0,0,Bullish,neutral
PM733 #24ansDeCheminsDeFer,ControleurPM733,2024-03-31 07:33:24+00:00,mar 31totalenergies c l bre ses 100 ans et lance l op ration 100 pour 100,0.0,1.0,1,Bullish,neutral
PM733 #24ansDeCheminsDeFer,ControleurPM733,2024-03-31 07:28:55+00:00,mar 31pour son centi me anniversaire totalenergies offre des r ductions ses clients et des actions ses salari s via bfmbusiness,0.0,0.0,0,Bearish,neutral
Eric65 φ,HpEric65,2024-03-31 07:23:16+00:00,mar 31replying to telematin totalenergies and ppouyanne,0.0,0.0,0,Bullish,neutral
TotalEnergies Argentina,TotalEnergiesAR,2024-03-30 18:46:00+00:00,mar 30 sab s c mo se siente una pole position en el gp de francia subite que fernando alonso te lleva a vivirla en primera persona si te acord s de las pocas victoriosas del m gico elf abrandofpassion f1 f rmula1 fernandoalonso leyendaself motorsport racing,0.0,0.0,0,Bullish,neutral
Ohanky,Ohanky,2024-03-30 17:34:36+00:00,mar 30replying to raphinerie jacquesdelpla and 11 others,1.0,0.0,3,Bullish,neutral
bobine,bobine135,2024-03-30 15:26:18+00:00,mar 30replying to rosedeberne,0.0,0.0,2,Bullish,neutral
mica,mica_mada,2024-03-30 15:00:08+00:00,mar 30replying to telematin totalenergies and ppouyanne,0.0,2.0,4,Bullish,neutral
PONCELET Jacques,ja7558,2024-03-30 14:21:36+00:00,mar 30replying to bfmbusiness,0.0,0.0,0,Bullish,neutral
SIKA Finance,finance_sika,2024-03-30 11:10:34+00:00,mar 30 s n gal la soci t nationale des eaux sen eau va lancer la construction de deux centrales solaires destin es l alimentation de ses infrastructures de production en partenariat avec totalenergies,1.0,0.0,3,Bullish,positive
Libéral en tout et surtout libéral,LIVESTRONG0210,2024-03-29 18:18:41+00:00,mar 29question si totalenergies souffre d un conflit qui entra ne des pertes on va faire un cr dit d imp t pour pertes impr vues les superprofits c est surtax les super pertes c est pour ses pieds vive le socialisme porcherthomas olivierbabeau citarocapacityl idlibertes,2.0,6.0,17,Bearish,neutral
les mutins @mutinspangee@mamot.fr,les mutins mutinspangeemamot.fr,2024-03-29 18:13:56+00:00,mar 29 total f te ses cent ans nous aussi avec le syst me total anatomie d une multinationale de l nergie totalenergies,0.0,2.0,1,Bearish,neutral
Jos Peixoto,JosPeixoto9,2024-03-29 17:31:34+00:00,mar 29totalement lunaire pour f ter ses 100 ans totalenergies offre 100 aux 100 00 premiers clients particuliers d tenteurs de la carte club totalenergies et ayant achet pour au moins 1 00 de carburant en 2024 partir du 29 mars,0.0,0.0,0,Bearish,neutral
Namuleme AISHA,AishaNamuleme,2024-03-29 17:04:39+00:00,mar 29replying to stopeacop nakabuyehildaf and totalenergies,0.0,0.0,0,Bullish,neutral
zenwalk %,zenwalk94,2024-03-29 17:01:32+00:00,mar 29la cie totalenergies fossoyeuse de notre plan te championne du cynisme et de la com mensong re f te ses 100 ans de pr dation,0.0,2.0,2,Bullish,positive
Baudouin l' A6T,Nedludd96437411,2024-03-29 17:01:22+00:00,mar 29si total doit payer des imp ts on le paiera direct la pompe totalenergies patrick pouyann se d fend de faire des super profits en france via latribune,0.0,0.0,1,Bullish,positive
Vincent Billy +,vincentbilly1,2024-03-29 16:59:58+00:00,mar 29replying to fuckthedip,1.0,0.0,0,Bullish,neutral
PR,PierreR68100,2024-03-29 16:54:01+00:00,mar 29replying to clement pol and goodvaluecrypto,1.0,0.0,4,Bullish,neutral
La Tribune,LaTribune,2024-03-29 15:36:47+00:00,mar 29totalenergies patrick pouyann se d fend de faire des super profits en france,1.0,2.0,5,Bullish,neutral
MSN France,MSNFrance,2024-03-29 15:32:31+00:00,mar 29pour son centi me anniversaire totalenergies offre des r ductions ses clients et des actions ses salari s,0.0,0.0,0,Bearish,neutral
Jake P. Noch,Jake_P_Noch,2024-03-29 15:29:33+00:00,mar 29 automated spy song qq totalenergies se 00879764 filer 20 f btc,1.0,0.0,0,Bullish,neutral
flamby_nazenaze,flamby_nazenaze,2024-03-29 15:27:25+00:00,mar 29replying to totalenergies ppouyanne and 3 others,0.0,3.0,7,Bearish,neutral
"Music Licensing, Inc. (OTC: SONG)",OTC_SONG,2024-03-29 15:24:32+00:00,mar 29 automated tsla spy song totalenergies se 00879764 filer 20 f qq aapl btc,0.0,0.0,0,Bullish,neutral
moning.co,moning_co_fr,2024-03-29 13:07:01+00:00,mar 29 total isin fr00120271 c l bre ses 100 ans en cette ann e 2024 totalenergies annonce trois initiatives pour marquer son centenaire un si cle d innovation de croissance et de partenariat pour les futurs clients lectricit en france soyez parmi show more,0.0,1.0,6,Bullish,neutral
Bourse.essentiel,Bessentiel,2024-03-29 13:06:01+00:00,mar 29flash pour f ter ses 100 ans d existence totalenergies va offrir 100 actions chacun de ses 100 00 salari s au cours actuel de l action cela repr sente une prime exceptionnelle de 6 350 par employ condition de rester 5 ans dans l entreprise,2.0,1.0,8,Bullish,positive
Zone Presse,ZonePresse_,2024-03-29 11:56:51+00:00,mar 29f licitations au champion d afrique franck yannick k ssi d sign meilleur sportif musulman au prix d excellence ivoire muslim awards organis par baraka comm le choix a t port sur le capitaine actuel des l phants franck k ssi pour ses exploits la totalenergies show more,34.0,44.0,750,Bullish,neutral
Marco,cram_lind,2024-03-29 11:56:23+00:00,mar 29replying to marinetondelier totalenergies and 5 others,0.0,0.0,1,Bearish,neutral
Sonia B.,saulunia,2024-03-29 11:32:02+00:00,mar 29 pour ses 100 ans totalenergies va offrir 100 actions chacun de ses salari s soit environ 600,2.0,3.0,26,Bullish,positive
Kratos Liberté financière,kratos_LF,2024-03-29 11:05:03+00:00,mar 29 totalenergies va offrir 100 actions chacun de ses salari s pour f ter ses 100 ans d existence totalenergies a d cid d offrir 100 actions chacun de ses 10 00 salari s au cours actuel cela fait 6 350 par personne plut t sympa tte,21.0,11.0,89,Bullish,neutral
Calo | L'investisseur libre,Calo_invest,2024-03-29 10:20:23+00:00,mar 29totalenergies tte envisage d offrir 100 actions de la soci t ses 100 00 employ s mondiaux marquant une premi re historique cette distribution exceptionnelle est conditionn e par 5 ans d anciennet et sera soumise l approbation du conseil d administration sa prochaine show more,3.0,0.0,3,Bearish,neutral
GoodVal(ue),GoodValueCrypto,2024-03-29 10:11:06+00:00,mar 29 flash totalenergies va offrir 100 actions chacun de ses salari s pour f ter ses 100 ans d existence totalenergies a d cid d offrir 100 actions chacun de ses 10 00 salari s au cours actuel cela fait 6 350 par personne plut t sympa comme airdrop,111.0,389.0,2.7K,Bullish,neutral
Telematin,telematin,2024-03-29 09:12:00+00:00,mar 29 info patrick pouyann pdg de totalenergies annonce que ses salari s vont chacun recevoir 100 actions de l entreprise cela repr sente un montant total d environ 620 millions d total a r alis 20 milliards d de profits en 2023 les4v ppouyanne,12.0,28.0,54,Bullish,neutral
ego,egocgp,2024-03-29 08:26:20+00:00,mar 29totalenergies qui donne 100 actions l ensemble de ses employ s pour ses 100 ans les grosses boites savent redistribuer et impliquer les salari s au capital vive le capitalisme,72.0,595.0,4K,Bearish,neutral
Jean-Michel Trovieux,trovieux67567,2024-03-29 07:59:19+00:00,mar 29replying to marietouss1 totalenergies and 9 others,0.0,0.0,0,Bearish,neutral
Blancliss,Blancliss,2024-03-29 07:25:54+00:00,mar 29 pouyann totalenergies viens faire sa pub sur le service public en refourguant un abonnement contre 100 apr s des profit record jamais enregistr juste apr s les d claration de attal il se foutent de nous comme jamais,0.0,0.0,0,Bearish,positive
Deroover,MarcDeroover,2024-03-29 06:58:09+00:00,mar 29replying to greenpeacefr totalenergies and 9 others,0.0,0.0,1,Bullish,neutral
Mordicus viva la libertad carajo,Mordicus92,2024-03-29 06:16:50+00:00,mar 29sans totalenergies pas de k ros ne pour aller se p mer l ombre des cocotiers en guyane,0.0,0.0,0,Bearish,positive
Florence MORLIGHEM,FMorlighem,2024-03-29 00:03:02+00:00,mar 29replying to faycaljelil and totalenergies,1.0,0.0,0,Bearish,neutral
Fayçal JELIL,FaycalJelil,2024-03-28 23:43:36+00:00,mar 29 n importe quoi et a se pr tend tre d put europ en ilovetotalenergie totalenergies,6.0,6.0,42,Bearish,neutral
Sud Ouest Pau,SO_Pau,2024-03-28 21:12:02+00:00,mar 28la coordination rurale mobilis e devant le parc des expos pau o se d roulent les 100 ans de totalenergies ils revendiquent le gasoil non routier 1,1.0,4.0,13,Bearish,positive
zenwalk %,zenwalk94,2024-03-28 20:55:16+00:00,mar 28une ambassade fran aise sur trois se fait le relais de la communication de la compagnie p tro gazi re totalenergies cet appui tatique interroge l alignement de la doctrine diplomatique fran aise avec les engagements climatiques du pays mediapart,0.0,0.0,1,Bullish,neutral
On se réveille un jour ?,jeandoute920,2024-03-28 20:48:32+00:00,mar 28replying to festinaboy totalenergies and diskeuve,1.0,0.0,0,Bullish,neutral
Coldness be my God,coldnessbemygod,2024-03-28 20:37:23+00:00,mar 28replying to coldnessbemygod mariedupuis21 and 2 others,0.0,0.0,0,Bullish,positive
Coldness be my God,coldnessbemygod,2024-03-28 20:32:44+00:00,mar 28replying to mariedupuis21 cobra fx and totalenergies,1.0,0.0,1,Bullish,neutral
Quino solo,Quinosolo,2024-03-28 20:10:51+00:00,mar 28alors que totalenergies f te ses 100 ans aujourd hui la justice vient de nous donner raison en annulant la proc dure intent e par la multinationale notre encontre,0.0,1.0,2,Bullish,positive
Maurice Casna,MauriceCasna,2024-03-28 20:06:49+00:00,mar 28totalenergies quand la diplomatie fran aise se met au service du g ant p trolier contre le climat via mediapart,0.0,0.0,0,Bullish,neutral
ehplusdo,ehplusdo,2024-03-28 19:02:32+00:00,mar 28totalenergies empresa reconocida en el mercado de lubricantes y fitosanitarios celebr este mi rcoles sus 100 a os de existencia el evento se llev a cabo en el palacio de versalles par s donde asistieron m s de 400 personas,0.0,1.0,1,Bullish,positive
Public Sénat,publicsenat,2024-03-28 18:56:42+00:00,mar 28russie ouganda tanzanie au s nat totalenergies se justifie sur ses implantations l tranger,0.0,2.0,3,Bearish,neutral
➤ Philonomist,philonomist,2024-03-28 18:30:11+00:00,mar 28aujourd hui totalenergies f te ses 100 ans l occasion de re lire ce papier d anne sophie moreau qui analysait la renaissance de cette entreprise sous son nouveau nom il y a trois ans avec l aide de hegel et d un jardinier,0.0,0.0,1,Bearish,positive
Jake P. Noch,Jake_P_Noch,2024-03-28 18:29:35+00:00,mar 28 automated spy song qq guru fundamental report for tte below is validea s guru fundamental report for totalenergies se adr tte of the 22 guru strategies we follow tte rates highest using our acquirer s multiple investor model based on the published btc,1.0,0.0,0,Bullish,neutral
Notre Affaire à Tous,NotreAffaire,2024-03-28 17:38:01+00:00,mar 28replying to notreaffaire,1.0,0.0,0,Bullish,neutral
Amélie Poinssot,AmeliePoinssot,2024-03-28 17:23:48+00:00,mar 281 ambassade fran aise sur 3 se fait le relais de la communication de totalenergies cet appui tatique interroge l alignement de la doctrine diplomatique fran aise avec les engagements climatiques du pays l enqu te de mickacorreia dans mediapart,0.0,2.0,9,Bullish,neutral
Greenpeace France,greenpeacefr,2024-03-28 17:20:38+00:00,mar 28replying to greenpeacefr,1.0,7.0,9,Bullish,neutral
Greenpeace France,greenpeacefr,2024-03-28 17:20:34+00:00,mar 28 100 ans de totalenergies 100ansdetrop derri re le r cit du fleuron industriel fran ais qui c l bre son centenaire aujourd hui se cache une sombre histoire de destruction de l environnement violation des droits humains et de manipulation de la science thread 1 9,6.0,66.0,106,Bullish,neutral
Joris POUPET,PoupetJoris,2024-03-28 17:09:16+00:00,mar 28100 ans de totalenergies et ses scandales teamtotalenrg,0.0,0.0,0,Bullish,neutral
Écologie et justice 2024,ecologiejustice,2024-03-28 16:50:36+00:00,mar 28replying to ecologiejustice,1.0,3.0,13,Bullish,neutral
Écologie et justice 2024,ecologiejustice,2024-03-28 16:50:35+00:00,mar 28reprenons total en main ce matin devant la tour totalenergies avec notre t te de liste marietouss1 et ses colistier e s nous d fendions une nouvelle mesure devenir actionnaire majoritaire des entreprises fossiles notre p tition,10.0,42.0,79,Bearish,neutral
FIAN Belgium,FIANbelgium,2024-03-28 15:09:34+00:00,mar 28totalenergies f te ses 100 ans l ge de raison le cap d une vraie transition soutenez the farmercase pour contraindre totalenergies sortir des nergies fossiles devenez partisan e de la premi re affaire climat contre une carbon major en,0.0,1.0,1,Bullish,positive
Actualité Française Temps Réel,BasseCourFr,2024-03-28 14:33:17+00:00,mar 28totalenergies poursuit l ong pour diffusion d informations trompeuses apr s qu un rapport r v le que ses missions de gaz effet de serre sont 4 fois sup rieures ses d clarations totalenergies ong missionstrompeuses,0.0,0.0,0,Bearish,neutral
Bogey Ursule,BogeyUrsule,2024-03-28 14:20:52+00:00,mar 28replying to greenpeacefr and totalenergies,0.0,0.0,0,Bullish,neutral
TotalEnergies Argentina,TotalEnergiesAR,2024-03-28 14:18:48+00:00,mar 28replying to totalenergiesar,0.0,0.0,1,Bullish,neutral
Anne-Claire Boux,anneclaire_boux,2024-03-28 13:51:27+00:00,mar 28la bonne nouvelle du jour greenpeacefr proc dure b illon de totalenergies annul e par la justice un camouflet pour la major le jour de ses 100 ans et une victoire pour la libert d expression,0.0,6.0,17,Bullish,neutral
seblem,seblem34,2024-03-28 13:43:32+00:00,mar 28replying to fassty100 csagaspe and 11 others,0.0,0.0,0,Bullish,neutral
Fassty,Fassty100,2024-03-28 13:31:30+00:00,mar 28replying to csagaspe totalenergies and 10 others,0.0,0.0,1,Bullish,neutral
Les Amis de la Terre Rouen,AT_rouen,2024-03-28 13:29:16+00:00,mar 28replying to at rouen,0.0,0.0,1,Bullish,neutral
Actualité Française Temps Réel,BasseCourFr,2024-03-28 13:10:02+00:00,mar 28totalenergies attaque greenpeace en justice pour avoir d nonc ses estimations de bilan carbone de 2019 justice annule la proc dure favorisant les gros pollueurs totalenergies greenpeace justicecompromised,0.0,0.0,1,Bullish,neutral
Sarah Fayolle,SarahFayolle,2024-03-28 12:05:09+00:00,mar 28proc dure b illon de totalenergies annul e par la justice un camouflet pour la major le jour de ses 100 ans et une victoire pour la libert d expression notre communiqu de presse,1.0,4.0,14,Bullish,positive
PcAndLove,_pcandlove_,2024-03-28 12:03:10+00:00,mar 28replying to pcandlove alexpeyrout and 5 others,1.0,0.0,0,Bullish,neutral
Jean Gautier #Insoumis #LaGaucheCestManon,NeoResistant,2024-03-28 12:02:49+00:00,mar 28total nergies f te ses 100 ans retour sur ses m faits en 5 dates cl s urgenceclimatique r chauffementclimatique energiesfossiles pollutions insoumis giletsjaunes,0.0,2.0,1,Bullish,neutral
Clara Gonzales,Claranote,2024-03-28 11:54:24+00:00,mar 28devinez ce qu on offre totalenergies pour ses 100 ans la nullit de sa poursuite b illon contre greenpeacefr la justice vient d annuler la proc dure engag e par la major contre nous clairement 100ansdetrop,1.0,29.0,47,Bullish,positive
idle,Idle_Democracy,2024-03-28 11:48:57+00:00,mar 28replying to evasas totalenergies and 10 others,0.0,0.0,2,Bullish,neutral
Patrick,gorgone971,2024-03-28 11:41:07+00:00,mar 28et dire qu ils se font passer pour des h ros ils sont tout le contraire totalenergies quand la diplomatie fran aise se met au service du g ant p trolier contre le climat via mediapart,0.0,0.0,2,Bullish,positive
Edina Ifticene,Edina_Ifticene,2024-03-28 11:38:40+00:00,mar 28allez cadeau totalenergies pour votre centenaire de la honte proc dure b illon de totalenergies annul e par la justice un camouflet pour la major le jour de ses 100 ans et une victoire pour la libert d expression,0.0,10.0,20,Bullish,positive
O MALEY,OMALEY33783919,2024-03-28 11:34:20+00:00,mar 28le pdg de totalenergies a peur avec de tels trublions ses portes,0.0,0.0,0,Bullish,neutral
Cuvillon Jean Jacques,CuvillonJ53477,2024-03-28 11:28:35+00:00,mar 28replying to cuvillonj53477,0.0,0.0,0,Bullish,neutral
Kévin Caoimhín Coemgen Lartin,K20LeFlowlower,2024-03-28 11:21:03+00:00,mar 28replying to sachanelken marietouss1 and libe,0.0,1.0,0,Bullish,neutral
Christian BERNARD,christian300658,2024-03-28 11:21:02+00:00,mar 28 total nergies alors que la major p trogazi re total nergies f te ses 100 ans reporterre vous retrace sa longue vie de m faits cologiques,0.0,2.0,3,Bullish,neutral
Follow_me_not,funnyvalle,2024-03-28 10:05:12+00:00,mar 28replying to marietouss1 totalenergies and 9 others,0.0,0.0,2,Bullish,neutral
Sagaspe Chloé,Csagaspe,2024-03-28 09:45:23+00:00,mar 28aujourd hui totalenergies f te ses 100 ans total est le premier metteur fran ais de gaz effet de serre a paris comme nous l avons fait gr ce aux cologistes refusons partout le greenwashing de cette entreprise climaticide 100ansdetrop,6.0,4.0,20,Bullish,positive
Hugues II De Payns R!,ParabellumHugue,2024-03-28 09:38:18+00:00,mar 28replying to marietouss1 marinetondelier and 9 others,0.0,0.0,2,Bullish,neutral
Craak φ#GJ #FreeAssange,Craak32,2024-03-28 09:35:55+00:00,mar 28totalenergies quand la diplomatie fran aise se met au service du g ant p trolier contre le climat mediapart,0.0,0.0,0,Bullish,neutral
Benjamin Aguillon,Balcidebava,2024-03-28 09:26:06+00:00,mar 28replying to franceinfo,0.0,0.0,1,Bullish,neutral
Reporterre | Le média de l'écologie,Reporterre,2024-03-28 09:20:56+00:00,mar 28ce matin sur reporterre de la gauche l extr me droite le grand d bat sur l cologie vire au dialogue de sourds arkokabi total nergies f te ses 100 ans retour sur ses m faits en 5 dates cl s vincentlucchese les producteurs d endives ont du mal imaginer un futur show more,0.0,8.0,3,Bullish,positive
Greenpeace France,greenpeacefr,2024-03-28 09:13:56+00:00,mar 28aujourd hui totalenergies f te ses 100 ans 100 ans de destruction du vivant et de d r glement du climat 100 ans de mise en danger des populations et de notre sant des d cennies de mensonges et de manipulation de la science c est 100ansdetrop,6.0,33.0,61,Bullish,neutral
Alexandre Peyrout,AlexPeyrout,2024-03-28 09:13:04+00:00,mar 28replying to alexpeyrout totalenergies and 4 others,1.0,0.0,0,Bullish,neutral
Edina Ifticene,Edina_Ifticene,2024-03-28 09:08:31+00:00,mar 28 totalenergies f te ses 100ansdetrop et continue son business climaticide gr ce au soutien de l etat fran ais,1.0,4.0,18,Bullish,neutral
Latest News from Business Wire,NewsFromBW,2024-03-28 09:04:36+00:00,mar 28totalenergies se uk regulatory announcement march 28 1924 totalenergies is 100,0.0,0.0,0,Bullish,neutral
Mediapart,Mediapart,2024-03-28 07:29:09+00:00,mar 28totalenergies quand la diplomatie fran aise se met au service du g ant p trolier contre le climat par mickacorreia,9.0,59.0,99,Bullish,positive
Mickaël Correia,MickaCorreia,2024-03-28 07:16:04+00:00,mar 28diplomates embauch s par le p trolier m cenat contrats mediapart a compt qu 1 ambassade de france sur 3 se fait le relais de totalenergies cet appui rebours de la lutte pour le climat s me la confusion entre int r ts du groupe et ceux de l tat,4.0,134.0,160,Bullish,neutral
Sarah Roussel,Sarah_Roussel,2024-03-28 07:14:39+00:00,mar 28pendant ce temps l totalenergies f te ses 100 ans 100 ans de scandales environnementaux 100 ans de destruction de la plan te pour se remplir les poches on va aller les chercher les superprofits brunolemaire,0.0,1.0,8,Bullish,positive
gbigoudendegauche,gb31611738,2024-03-28 06:40:53+00:00,mar 28totalenergies quand la diplomatie fran aise se met au service du g ant p trolier contre le climat,0.0,0.0,0,Bullish,neutral
TotalEnergies Dominicana,TotalEnergiesDO,2024-03-27 20:42:02+00:00,mar 27que no te falte nada en esta semana santa ac te dejamos un listado de todo lo que no se te puede quedar recuerda que puedes conseguir esto y mucho m s en nuestras tiendas bonjour totalenergiesdo tiendasbonjour,0.0,0.0,0,Bullish,positive
Xavier Brochard,Xavier_Brochard,2024-03-27 20:10:16+00:00,mar 27replying to sarahfayolle and totalenergies,0.0,0.0,1,Bullish,neutral
Les Amis de la Terre Rouen,AT_rouen,2024-03-27 18:11:53+00:00,mar 27le roi du p trole fran ais f te ses 100 ans de r gne au ch teau de versailles a va totalenergies tout va bien il est temps de mettre fin au r gne du p trole et du gaz 100ansdetrop,0.0,1.0,7,Bullish,positive
Les Amis de la Terre Rouen,AT_rouen,2024-03-27 18:08:16+00:00,mar 27si totalenergies a conscience depuis des d cennies de l impact d vastateur de ses activit s elle continue pourtant de tout miser sur le p trole et le gaz mettons fin au r gne de cette industrie mortif re 100ansdetrop,0.0,0.0,2,Bullish,neutral
Eva SAS,_EvaSas,2024-03-27 15:04:48+00:00,mar 27 totalenergies f te ses 100 ans au ch teau de versailles 98 de production fossile 33 bombesclimatiques mais son action a bondi de 20 cette ann e gr ce cyrielle chtl nous proposons la prise en compte des risques climatiques dans la valeur des produits financiers,8.0,24.0,32,Bullish,neutral
Christophe CUNY,chcuny,2024-03-27 14:58:27+00:00,mar 27replying to sarahfayolle greenpeacefr and totalenergies,1.0,0.0,3,Bullish,neutral
Miler Cinemar,milercinemar,2024-03-27 12:47:50+00:00,mar 27replying to poluxdeluxee and benshad0w1,0.0,0.0,0,Bullish,neutral
Greenpeace France,greenpeacefr,2024-03-27 12:15:00+00:00,mar 27la d finition de l ind cence totalenergies qui f te ses 100 ans et ses profits records avec des petits fours et du champagne au ch teau de versailles pendant que des millions de fran ais es souffrent de pr carit nerg tique 100ansdetrop,12.0,83.0,120,Bullish,positive
Sarah Fayolle,SarahFayolle,2024-03-27 11:45:29+00:00,mar 27 sur les activistes et militant es greenpeacefr amisdelaterre alternatiba75 honte totalenergies et ses complices pour ces 100 ans de destructions et son ind cence 100ansdetrop,0.0,7.0,18,Bullish,positive
Vakita,vakitamedia,2024-03-27 11:34:15+00:00,mar 27 a fait 100 ans que des personnes se mobilisent contre les activit s criminelles de total et s il le faut on continuera encore 100 ans mardi 26 mars totalenergies f tait son centenaire au ch teau de versailles des dizaines de militants sont venus souhaiter son anniversaire show more,7.0,63.0,132,Bullish,neutral
Anti MechanCon,AMechancon,2024-03-27 10:40:13+00:00,mar 27replying to greenpeacefr totalenergies and 7 others,0.0,0.0,1,Bullish,neutral
Christian VIDON,Papicricri1,2024-03-27 09:35:44+00:00,mar 27replying to fabricelo greenpeacefr and 8 others,1.0,0.0,4,Bullish,neutral
TotalEnergies Press,TotalEnergiesPR,2024-03-27 09:00:38+00:00,mar 27 totalenergies a remport l appel d offre de lyonaeroports pour installer plus de 800 points de recharge sur l ensemble de ses parkings,0.0,3.0,16,Bearish,positive
